100004 100020
52295 95034 9
52296 72168 9
52297 73032 9
52298 33569 8
52299 14397 4
52300 81608 6
52301 80247 9
52302 96332 1
52303 8778 5
52304 70887 6
52305 66553 2
52306 23577 7
52307 40150 2
52308 47003 6
52309 21143 7
52310 2984 2
52311 65490 9
52312 848 3
52313 68961 8
52314 42183 8
52315 17547 1
52316 80864 4
52317 39919 5
52318 32611 2
52319 18127 7
52320 46239 7
52321 66728 10
52322 81619 5
52323 80596 8
52324 88925 6
52325 23336 3
52326 88993 2
52327 47650 8
52328 43705 6
52329 61475 8
52330 9491 9
52331 24498 7
52332 10078 10
52333 50228 7
52334 20345 6
52335 81445 1
52336 15247 4
52337 1728 9
52338 87763 1
52339 91707 1
52340 90223 4
52341 46105 2
52342 34158 4
52343 80825 8
52344 50131 5
52345 97380 6
52346 74115 6
52347 81369 2
52348 11070 10
52349 24649 2
52350 30468 7
52351 12235 4
52352 83143 7
52353 96636 10
52354 64594 9
52355 61137 8
52356 64305 6
52357 75794 4
52358 3802 9
52359 52651 2
52360 56925 9
52361 79144 8
52362 5986 9
52363 33015 8
52364 86958 9
52365 70249 3
52366 869 5
52367 17932 9
52368 96257 9
52369 3213 6
52370 74556 5
52371 7673 10
52372 14137 6
52373 28243 9
52374 75249 10
52375 74538 7
52376 89699 9
52377 4172 7
52378 97647 6
52379 41716 7
52380 39573 2
52381 55028 10
52382 46011 6
52383 24327 8
52384 85659 6
52385 19738 5
52386 78214 7
52387 45704 8
52388 96251 9
52389 64389 10
52390 38374 6
52391 62241 7
52392 97367 4
52393 46035 10
52394 43627 6
52395 10403 8
52396 58929 9
52397 82958 10
52398 34615 1
52399 2971 2
52400 6888 4
52401 95330 10
52402 24696 5
52403 15827 6
52404 93239 8
52405 55298 5
52406 65510 1
52407 72041 5
52408 95016 8
52409 4017 5
52410 82787 2
52411 45918 7
52412 24947 10
52413 16289 6
52414 86383 6
52415 55133 3
52416 16434 4
52417 65675 5
52418 28790 2
52419 3693 1
52420 90054 7
52421 60166 6
52422 34698 10
52423 34171 9
52424 56942 9
52425 68705 10
52426 57424 6
52427 65514 2
52428 36438 4
52429 35912 7
52430 89184 3
52431 58609 9
52432 28741 7
52433 45440 2
52434 27670 7
52435 28423 2
52436 1008 3
52437 96355 5
52438 56269 5
52439 96905 6
52440 62856 4
52441 33800 7
52442 37823 2
52443 13215 5
52444 88235 2
52445 41126 1
52446 43365 2
52447 60415 8
52448 60807 1
52449 95059 2
52450 30488 2
52451 15954 5
52452 59258 8
52453 11460 1
52454 31643 2
52455 60517 5
52456 6542 4
52457 31560 4
52458 66514 1
52459 58456 1
52460 37776 2
52461 70286 3
52462 88625 5
52463 71904 10
52464 75744 3
52465 42466 7
52466 7163 10
52467 2315 10
52468 22612 5
52469 26315 1
52470 83364 5
52471 62573 8
52472 12479 7
52473 8018 4
52474 85880 5
52475 79141 4
52476 10251 2
52477 42620 3
52478 78744 7
52479 24277 1
52480 48606 5
52481 93169 8
52482 89732 4
52483 10528 6
52484 68371 6
52485 11762 7
52486 45903 8
52487 12012 10
52488 56631 1
52489 19606 4
52490 13099 7
52491 29522 3
52492 5283 10
52493 64193 7
52494 69520 10
52495 98987 7
52496 13471 4
52497 98283 5
52498 47281 4
52499 15151 5
52500 57859 5
52501 65935 2
52502 61319 9
52503 12687 2
52504 74465 3
52505 97192 9
52506 43981 10
52507 76472 2
52508 10096 1
52509 53700 6
52510 19884 7
52511 66623 5
52512 33185 10
52513 93399 10
52514 96952 5
52515 93892 3
52516 15288 8
52517 51128 10
52518 21337 8
52519 65693 2
52520 19746 1
52521 23840 9
52522 6917 2
52523 75821 4
52524 66725 6
52525 15835 1
52526 43097 8
52527 96918 3
52528 87990 7
52529 18310 6
52530 72670 5
52531 50994 8
52532 17259 3
52533 98364 1
52534 6204 4
52535 82143 4
52536 61938 2
52537 68985 1
52538 58043 2
52539 78203 6
52540 37413 8
52541 6310 9
52542 70668 3
52543 98001 4
52544 2065 4
52545 69871 1
52546 25475 4
52547 53129 2
52548 67348 10
52549 27865 9
52550 27158 10
52551 16474 10
52552 92581 1
52553 63187 7
52554 84153 3
52555 33937 5
52556 95026 9
52557 10119 1
52558 98214 1
52559 11880 1
52560 41249 7
52561 6724 9
52562 37926 7
52563 55780 10
52564 71589 4
52565 37513 4
52566 90999 8
52567 63867 7
52568 60308 6
52569 81238 4
52570 32518 2
52571 54240 2
52572 23680 5
52573 50592 4
52574 41316 8
52575 62728 3
52576 30211 1
52577 66938 10
52578 58882 7
52579 51518 10
52580 10083 5
52581 15567 1
52582 65285 2
52583 94482 5
52584 86047 6
52585 74261 9
52586 40022 6
52587 21494 10
52588 4152 6
52589 85725 7
52590 41375 6
52591 55726 2
52592 38135 8
52593 64200 7
52594 48620 8
52595 11442 3
52596 64261 6
52597 54483 4
52598 5207 2
52599 26421 7
52600 66896 3
52601 64174 6
52602 43789 10
52603 79313 2
52604 46892 3
52605 5491 9
52606 57546 4
52607 46197 6
52608 85276 8
52609 84055 6
52610 93338 7
52611 71765 6
52612 96955 8
52613 76563 6
52614 88442 7
52615 87753 4
52616 305 8
52617 41990 1
52618 88509 9
52619 73206 6
52620 89095 2
52621 30840 6
52622 43029 3
52623 27462 8
52624 48547 10
52625 50018 5
52626 63036 7
52627 41530 6
52628 21817 1
52629 74480 2
52630 24544 1
52631 20361 10
52632 91385 4
52633 45762 1
52634 5502 5
52635 1276 10
52636 37092 10
52637 89912 2
52638 86623 1
52639 20097 4
52640 73953 5
52641 96538 2
52642 92338 8
52643 94205 1
52644 39675 8
52645 86105 6
52646 18242 1
52647 8269 1
52648 90392 8
52649 31695 8
52650 28209 2
52651 2784 4
52652 72342 1
52653 45693 6
52654 24576 9
52655 14297 5
52656 10124 4
52657 61375 7
52658 1279 3
52659 99053 1
52660 64582 6
52661 56924 5
52662 13165 8
52663 3343 4
52664 53635 1
52665 66165 9
52666 91435 1
52667 82567 1
52668 57008 3
52669 31460 8
52670 96529 10
52671 9332 4
52672 1290 2
52673 53732 3
52674 62199 9
52675 70591 5
52676 11192 10
52677 69982 9
52678 9886 6
52679 48319 8
52680 62097 2
52681 64555 8
52682 95480 4
52683 41409 9
52684 14301 5
52685 65917 9
52686 70909 8
52687 11855 9
52688 32859 4
52689 39824 3
52690 31572 3
52691 70504 10
52692 54063 4
52693 57979 6
52694 96646 3
52695 57346 6
52696 18330 1
52697 81077 9
52698 86068 9
52699 49150 3
52700 53289 2
52701 2256 7
52702 14034 5
52703 56650 7
52704 89967 7
52705 19270 4
52706 19691 6
52707 26367 4
52708 24561 8
52709 82346 8
52710 89118 6
52711 87758 10
52712 57 6
52713 40386 3
52714 591 8
52715 14116 4
52716 84137 8
52717 51199 8
52718 14383 5
52719 72798 5
52720 4527 5
52721 50042 8
52722 60283 5
52723 60838 9
52724 37781 3
52725 51508 3
52726 28055 10
52727 71429 6
52728 52092 6
52729 212 2
52730 42188 1
52731 76647 2
52732 60706 2
52733 6123 10
52734 6467 2
52735 68235 6
52736 93160 2
52737 37488 7
52738 44471 4
52739 93742 2
52740 56582 6
52741 36655 4
52742 30366 1
52743 77469 8
52744 29235 7
52745 26352 7
52746 65347 1
52747 49526 5
52748 1571 6
52749 70357 6
52750 65849 6
52751 94207 8
52752 73085 1
52753 31761 5
52754 26427 1
52755 8894 7
52756 24000 3
52757 93869 8
52758 58666 2
52759 92702 9
52760 6320 7
52761 32457 3
52762 7080 7
52763 96555 9
52764 95472 2
52765 82759 6
52766 21228 10
52767 68027 7
52768 99413 7
52769 25435 10
52770 31037 10
52771 34676 1
52772 31127 3
52773 45002 2
52774 90996 6
52775 87372 4
52776 11594 5
52777 16623 9
52778 22165 6
52779 29078 8
52780 19359 2
52781 57747 5
52782 46517 4
52783 81712 9
52784 7637 3
52785 24136 8
52786 46971 2
52787 28093 5
52788 905 5
52789 22050 5
52790 22954 9
52791 48869 7
52792 42061 7
52793 5790 2
52794 70267 4
52795 54616 10
52796 39918 5
52797 18017 3
52798 48926 9
52799 71150 5
52800 85839 1
52801 87326 1
52802 45696 7
52803 83478 7
52804 14400 4
52805 83859 4
52806 5110 6
52807 72417 2
52808 94181 7
52809 65047 5
52810 522 3
52811 93536 7
52812 71577 5
52813 88717 6
52814 87606 7
52815 96719 5
52816 36465 7
52817 40403 6
52818 80129 8
52819 12530 8
52820 65873 4
52821 17988 7
52822 72282 2
52823 61820 1
52824 25581 2
52825 72315 5
52826 92507 9
52827 28049 3
52828 64254 10
52829 73005 3
52830 40911 9
52831 86212 10
52832 70609 1
52833 8564 6
52834 69955 7
52835 99003 5
52836 48197 6
52837 60534 5
52838 53335 10
52839 59061 4
52840 57922 3
52841 719 1
52842 77884 6
52843 77598 5
52844 96279 10
52845 88699 8
52846 53152 8
52847 38347 2
52848 28652 9
52849 69951 7
52850 19228 1
52851 69419 5
52852 35216 8
52853 6902 10
52854 64517 7
52855 81982 7
52856 67715 6
52857 61384 6
52858 43311 4
52859 26795 10
52860 49758 9
52861 74436 10
52862 315 3
52863 38696 8
52864 10436 1
52865 52830 2
52866 86147 6
52867 42277 1
52868 61428 7
52869 7288 3
52870 75892 7
52871 84511 9
52872 21592 6
52873 40535 1
52874 31344 5
52875 16050 3
52876 79248 2
52877 53926 7
52878 77225 10
52879 13090 9
52880 84623 9
52881 78671 2
52882 44756 6
52883 78942 5
52884 85406 1
52885 4077 8
52886 7292 4
52887 93999 3
52888 94649 7
52889 5737 2
52890 38706 9
52891 69246 1
52892 84493 6
52893 3204 4
52894 57898 5
52895 70631 1
52896 72172 6
52897 58671 6
52898 17752 7
52899 977 8
52900 58114 3
52901 39233 6
52902 12060 1
52903 82278 10
52904 47955 2
52905 44735 4
52906 27564 6
52907 27814 6
52908 21517 8
52909 80993 7
52910 96230 7
52911 32213 9
52912 68614 3
52913 28001 4
52914 399 9
52915 93102 7
52916 70099 5
52917 54821 8
52918 64037 9
52919 99156 8
52920 59231 8
52921 87912 1
52922 91554 5
52923 74746 8
52924 21624 1
52925 2303 1
52926 82856 7
52927 56513 8
52928 32482 5
52929 20669 6
52930 90537 8
52931 2893 4
52932 27326 7
52933 2588 9
52934 30812 3
52935 99100 2
52936 16173 8
52937 89013 6
52938 54252 1
52939 49788 4
52940 71274 4
52941 23770 1
52942 81887 7
52943 77787 2
52944 99276 4
52945 65370 8
52946 77042 1
52947 96394 3
52948 66059 6
52949 50801 2
52950 99595 1
52951 95019 5
52952 71011 3
52953 70348 10
52954 87565 4
52955 57282 6
52956 53931 10
52957 80417 2
52958 51513 8
52959 1552 10
52960 9969 4
52961 40219 8
52962 88817 5
52963 70381 6
52964 31651 6
52965 55982 4
52966 88565 1
52967 30577 2
52968 23451 6
52969 77454 8
52970 98400 10
52971 90677 7
52972 69146 3
52973 89794 10
52974 68006 7
52975 9815 8
52976 41196 10
52977 78941 9
52978 6012 9
52979 71312 5
52980 52202 3
52981 35426 4
52982 10093 5
52983 91525 2
52984 67496 8
52985 52718 3
52986 88932 8
52987 39132 10
52988 44583 7
52989 18354 3
52990 1257 3
52991 29407 7
52992 86635 3
52993 40051 4
52994 86284 4
52995 75918 2
52996 34534 4
52997 227 1
52998 77686 7
52999 9654 8
53000 72020 6
53001 25040 8
53002 1830 6
53003 74962 9
53004 64827 5
53005 51552 3
53006 18674 3
53007 67861 2
53008 52392 8
53009 37291 2
53010 1595 2
53011 3194 10
53012 25340 8
53013 45822 2
53014 91407 5
53015 90150 3
53016 45847 2
53017 35825 7
53018 56141 6
53019 30784 7
53020 36187 1
53021 28730 6
53022 48277 6
53023 72533 2
53024 1455 8
53025 38363 10
53026 67867 5
53027 15967 4
53028 34211 5
53029 46760 6
53030 7448 1
53031 24835 3
53032 45557 6
53033 37929 2
53034 72053 9
53035 39374 10
53036 23300 2
53037 61564 2
53038 57200 2
53039 32295 1
53040 34062 9
53041 99476 8
53042 8727 8
53043 32229 6
53044 91388 4
53045 20914 3
53046 16914 6
53047 30768 2
53048 82006 6
53049 33952 7
53050 69658 9
53051 50757 2
53052 35845 9
53053 21410 7
53054 87028 5
53055 59009 9
53056 4842 10
53057 8137 8
53058 66937 4
53059 20302 1
53060 2874 10
53061 3072 3
53062 37361 1
53063 7953 3
53064 88154 2
53065 41267 2
53066 54819 2
53067 61071 2
53068 99936 1
53069 91878 10
53070 30427 1
53071 89260 9
53072 645 7
53073 37150 7
53074 17701 10
53075 45208 1
53076 57474 8
53077 76705 2
53078 94645 2
53079 71791 3
53080 83823 8
53081 79704 1
53082 48557 3
53083 18463 4
53084 32003 5
53085 1852 1
53086 39817 8
53087 81701 2
53088 28990 2
53089 89055 8
53090 90541 9
53091 91892 5
53092 68262 5
53093 63286 8
53094 65158 9
53095 30244 7
53096 84389 8
53097 44105 8
53098 50899 1
53099 86347 4
53100 11463 10
53101 88196 6
53102 36197 10
53103 15359 5
53104 78907 6
53105 68026 3
53106 47845 3
53107 66739 5
53108 37189 3
53109 89294 10
53110 33824 9
53111 3874 4
53112 32634 6
53113 86241 4
53114 8221 9
53115 87345 4
53116 82299 5
53117 7340 7
53118 54979 9
53119 93014 1
53120 19325 3
53121 88370 4
53122 99957 10
53123 42685 4
53124 38078 3
53125 5824 1
53126 59577 9
53127 35761 8
53128 14533 3
53129 6079 1
53130 85826 3
53131 54202 8
53132 47904 2
53133 65619 4
53134 3057 7
53135 3708 2
53136 27514 7
53137 75447 2
53138 12638 7
53139 64524 3
53140 88436 4
53141 8535 2
53142 11583 4
53143 87460 1
53144 18716 8
53145 57844 10
53146 29936 6
53147 51892 4
53148 46644 8
53149 5908 6
53150 69645 2
53151 22694 4
53152 64287 3
53153 94386 4
53154 28537 2
53155 9609 4
53156 59516 7
53157 58132 10
53158 86891 3
53159 25656 1
53160 4899 6
53161 73809 10
53162 44380 2
53163 1817 5
53164 95169 6
53165 59722 10
53166 24072 3
53167 90456 10
53168 26419 4
53169 6413 6
53170 36155 7
53171 32002 2
53172 4445 3
53173 85204 9
53174 14395 7
53175 67155 9
53176 38344 1
53177 6264 1
53178 77070 2
53179 12783 2
53180 81678 6
53181 4476 5
53182 30879 10
53183 98042 5
53184 55110 3
53185 67472 9
53186 14657 4
53187 20294 5
53188 87328 7
53189 61480 10
53190 29691 3
53191 25064 8
53192 58665 4
53193 20383 2
53194 37083 7
53195 50873 8
53196 33687 4
53197 4993 8
53198 51581 9
53199 77300 9
53200 99206 8
53201 8929 7
53202 13482 8
53203 23130 3
53204 89142 5
53205 28807 8
53206 46013 5
53207 90106 10
53208 49610 2
53209 64364 5
53210 45582 2
53211 82055 3
53212 7314 7
53213 43348 7
53214 36377 10
53215 22082 1
53216 88823 4
53217 96335 6
53218 19546 6
53219 3035 6
53220 92887 6
53221 7230 6
53222 5220 6
53223 73654 9
53224 50828 4
53225 66968 1
53226 13067 1
53227 44898 9
53228 33077 4
53229 79353 7
53230 74579 7
53231 82951 2
53232 32336 9
53233 43091 3
53234 40609 10
53235 18410 7
53236 65666 1
53237 29161 2
53238 65306 7
53239 89848 8
53240 95245 10
53241 84783 8
53242 93358 3
53243 30435 1
53244 61523 2
53245 68447 1
53246 49553 9
53247 72914 2
53248 39911 5
53249 99167 2
53250 32455 8
53251 35973 5
53252 65116 4
53253 91311 3
53254 37952 7
53255 30978 8
53256 57539 4
53257 43478 10
53258 56865 2
53259 47248 1
53260 81899 1
53261 67639 6
53262 31662 2
53263 23797 1
53264 64281 4
53265 89342 10
53266 1960 2
53267 69470 9
53268 92239 3
53269 3161 9
53270 58757 8
53271 72295 7
53272 11490 1
53273 92527 6
53274 30433 10
53275 59193 1
53276 25760 5
53277 13438 8
53278 17811 2
53279 54987 10
53280 31070 8
53281 55066 4
53282 68431 4
53283 55823 7
53284 8952 2
53285 79459 2
53286 64728 8
53287 14368 9
53288 85698 3
53289 84334 5
53290 1225 4
53291 72362 2
53292 5242 9
53293 27063 1
53294 28163 6
53295 38323 1
53296 71088 2
53297 87279 8
53298 41795 9
53299 79726 3
53300 52478 6
53301 3290 1
53302 51852 7
53303 70423 4
53304 72526 7
53305 33159 1
53306 66849 7
53307 81397 5
53308 37237 8
53309 83271 9
53310 57860 10
53311 68364 3
53312 82678 10
53313 18105 5
53314 36520 10
53315 43976 7
53316 97751 9
53317 41661 2
53318 96468 5
53319 32675 5
53320 76727 7
53321 57821 6
53322 15335 1
53323 93596 6
53324 68093 1
53325 57137 8
53326 14036 9
53327 95087 2
53328 56158 9
53329 48827 7
53330 61262 8
53331 16047 4
53332 68195 1
53333 75543 4
53334 484 3
53335 16743 10
53336 26984 7
53337 68703 5
53338 31228 10
53339 4477 4
53340 44083 10
53341 48453 5
53342 34754 3
53343 78800 3
53344 17257 5
53345 69428 7
53346 89926 6
53347 42310 2
53348 12283 4
53349 55471 9
53350 36371 6
53351 92982 5
53352 83198 4
53353 41385 10
53354 10566 4
53355 17867 2
53356 72920 4
53357 60768 4
53358 16692 4
53359 93541 7
53360 48582 7
53361 40152 3
53362 27376 2
53363 21057 10
53364 87122 10
53365 95756 7
53366 15803 1
53367 46999 3
53368 80216 9
53369 28971 7
53370 45357 7
53371 21083 10
53372 78274 10
53373 96986 10
53374 43654 10
53375 63275 2
53376 57759 7
53377 35866 4
53378 22545 1
53379 4928 5
53380 18311 1
53381 25802 9
53382 90486 2
53383 62473 5
53384 42418 9
53385 94409 6
53386 76607 6
53387 94780 4
53388 94894 10
53389 98479 1
53390 63981 8
53391 19862 10
53392 45701 9
53393 87059 2
53394 96159 4
53395 90800 7
53396 78236 8
53397 97053 1
53398 69192 7
53399 70216 8
53400 74346 1
53401 16000 10
53402 45041 6
53403 70299 1
53404 90348 7
53405 2100 10
53406 67222 9
53407 3459 6
53408 69782 1
53409 40854 1
53410 70358 5
53411 86640 9
53412 27003 3
53413 60383 10
53414 51035 9
53415 85515 1
53416 9964 3
53417 91841 6
53418 15549 3
53419 24417 1
53420 91457 9
53421 22470 3
53422 14799 8
53423 19443 5
53424 46059 3
53425 90840 3
53426 25605 1
53427 5151 1
53428 41682 4
53429 18711 9
53430 96885 5
53431 43415 6
53432 9145 10
53433 18927 3
53434 21917 9
53435 92306 5
53436 32967 4
53437 98909 3
53438 35809 4
53439 38933 9
53440 99854 1
53441 49463 5
53442 54726 8
53443 84488 5
53444 70374 8
53445 5201 4
53446 5994 5
53447 95723 8
53448 80691 6
53449 99625 4
53450 43426 8
53451 34255 5
53452 92044 5
53453 13954 4
53454 63619 1
53455 70321 9
53456 40031 2
53457 60942 5
53458 66534 3
53459 1055 1
53460 91155 1
53461 39699 6
53462 19789 7
53463 22992 2
53464 7182 8
53465 7286 6
53466 5772 3
53467 51658 3
53468 65270 5
53469 16146 8
53470 84168 8
53471 38237 2
53472 58522 9
53473 8038 9
53474 29178 3
53475 68993 10
53476 80354 3
53477 45937 4
53478 10423 7
53479 1920 7
53480 96177 3
53481 67047 5
53482 39599 6
53483 73807 8
53484 83801 8
53485 54552 6
53486 426 8
53487 38166 5
53488 50205 4
53489 62662 3
53490 17180 3
53491 15788 2
53492 96122 5
53493 74273 3
53494 44801 7
53495 37916 7
53496 79547 5
53497 28786 6
53498 81172 6
53499 33257 7
53500 25520 2
53501 50179 2
53502 11969 1
53503 46469 6
53504 48651 7
53505 50259 1
53506 43128 4
53507 9226 7
53508 80626 8
53509 76916 1
53510 11086 9
53511 24428 4
53512 67027 1
53513 92598 2
53514 12999 7
53515 43956 5
53516 88314 1
53517 64465 5
53518 90281 1
53519 57380 3
53520 86511 5
53521 60426 6
53522 73409 4
53523 29025 4
53524 80146 5
53525 8358 5
53526 55675 9
53527 23988 3
53528 15652 7
53529 61432 10
53530 70275 7
53531 88105 1
53532 11550 1
53533 87636 10
53534 9608 5
53535 35145 6
53536 86367 6
53537 99382 5
53538 69213 6
53539 64453 5
53540 34349 9
53541 92047 4
53542 77061 4
53543 44265 6
53544 89832 8
53545 51556 8
53546 33645 4
53547 47540 3
53548 16120 4
53549 18542 7
53550 77126 2
53551 84207 2
53552 39020 1
53553 15244 5
53554 26789 4
53555 48983 4
53556 32065 8
53557 96830 3
53558 86287 9
53559 62705 1
53560 96746 8
53561 90034 4
53562 41185 2
53563 1564 10
53564 32429 7
53565 52441 1
53566 85330 2
53567 59749 3
53568 25432 2
53569 50986 8
53570 12646 7
53571 25240 9
53572 69247 5
53573 30657 7
53574 20751 3
53575 11565 5
53576 51558 6
53577 466 10
53578 54053 6
53579 49691 3
53580 68067 3
53581 99943 2
53582 55408 5
53583 87970 9
53584 59662 5
53585 34254 5
53586 40126 4
53587 30228 1
53588 6121 9
53589 92490 8
53590 60242 1
53591 47602 2
53592 14370 1
53593 32873 7
53594 86754 8
53595 21028 10
53596 90691 4
53597 31483 9
53598 4609 5
53599 11305 10
53600 69481 4
53601 81597 7
53602 28813 3
53603 72495 9
53604 90582 8
53605 33662 6
53606 3038 5
53607 74979 10
53608 17591 7
53609 83418 2
53610 36784 10
53611 76375 10
53612 52990 2
53613 41234 4
53614 12510 2
53615 46888 8
53616 77957 2
53617 49905 1
53618 24263 8
53619 10941 6
53620 58764 6
53621 67881 3
53622 22054 10
53623 31348 8
53624 87994 7
53625 72339 8
53626 97495 5
53627 27930 4
53628 27767 4
53629 79991 6
53630 94840 1
53631 39229 1
53632 83195 9
53633 11548 8
53634 2657 7
53635 12586 5
53636 35076 3
53637 11424 3
53638 62747 6
53639 42275 2
53640 55801 5
53641 20686 9
53642 89905 9
53643 28914 8
53644 73064 7
53645 61759 1
53646 53161 9
53647 89675 6
53648 44052 10
53649 89227 5
53650 7977 8
53651 66538 3
53652 85076 4
53653 12320 1
53654 79429 10
53655 43510 3
53656 61786 10
53657 21039 9
53658 97725 8
53659 72111 5
53660 54185 9
53661 90771 6
53662 97613 3
53663 68171 1
53664 36415 9
53665 33752 1
53666 13356 5
53667 1888 4
53668 4394 3
53669 86766 6
53670 56332 8
53671 33753 7
53672 93549 1
53673 58705 5
53674 89906 9
53675 85353 6
53676 97122 6
53677 27821 7
53678 44605 4
53679 94730 6
53680 20653 9
53681 53443 9
53682 83940 5
53683 89000 9
53684 20153 8
53685 71079 9
53686 34687 3
53687 13551 3
53688 10865 2
53689 37333 5
53690 94819 5
53691 99354 6
53692 14505 2
53693 73254 5
53694 70043 4
53695 17236 2
53696 86559 6
53697 19519 2
53698 79363 1
53699 82701 3
53700 24292 7
53701 72968 1
53702 78135 3
53703 30789 5
53704 24154 10
53705 55373 5
53706 95959 3
53707 75544 8
53708 28551 2
53709 2025 5
53710 29967 5
53711 77241 4
53712 43882 10
53713 99005 4
53714 85246 1
53715 60293 1
53716 74205 4
53717 62433 1
53718 14679 7
53719 6936 7
53720 51236 1
53721 50618 4
53722 59917 6
53723 73229 3
53724 998 8
53725 25315 8
53726 58115 10
53727 46067 10
53728 6566 6
53729 53452 9
53730 73813 9
53731 42091 4
53732 85704 8
53733 12869 2
53734 4981 10
53735 35399 7
53736 92088 3
53737 31310 10
53738 42112 5
53739 4355 10
53740 68485 7
53741 59373 3
53742 16456 10
53743 57063 8
53744 24828 5
53745 87974 4
53746 52916 10
53747 7512 2
53748 14702 3
53749 4393 10
53750 53272 6
53751 563 7
53752 65407 3
53753 25901 5
53754 64641 9
53755 20678 10
53756 54729 8
53757 82768 8
53758 67975 5
53759 68393 3
53760 23854 8
53761 44013 3
53762 52066 9
53763 95309 4
53764 62198 10
53765 52868 3
53766 44584 3
53767 91315 4
53768 80012 10
53769 69475 2
53770 20397 2
53771 74150 9
53772 61731 9
53773 60593 5
53774 90475 9
53775 45856 8
53776 18762 2
53777 51353 4
53778 98125 2
53779 54617 1
53780 74123 8
53781 96919 3
53782 64080 7
53783 52960 4
53784 29655 2
53785 4066 7
53786 54232 9
53787 91304 2
53788 36792 10
53789 46044 9
53790 17438 8
53791 78846 1
53792 28557 1
53793 44597 2
53794 39219 3
53795 44831 6
53796 7463 1
53797 49192 6
53798 53340 10
53799 53439 6
53800 74941 3
53801 89061 5
53802 32037 6
53803 2201 7
53804 55237 9
53805 89710 8
53806 35422 3
53807 20450 1
53808 64839 5
53809 97581 6
53810 21908 7
53811 9420 5
53812 65911 3
53813 98774 6
53814 14159 3
53815 37365 1
53816 70833 4
53817 87355 7
53818 33386 5
53819 48526 10
53820 50998 5
53821 58575 4
53822 9693 6
53823 20608 4
53824 69135 9
53825 37950 2
53826 68493 7
53827 48435 8
53828 26463 6
53829 13583 5
53830 59929 8
53831 10583 2
53832 6911 6
53833 54604 8
53834 35265 5
53835 10879 4
53836 18657 10
53837 24182 2
53838 13440 4
53839 75724 7
53840 73800 3
53841 2603 1
53842 40197 3
53843 78649 8
53844 77898 3
53845 7634 10
53846 78695 7
53847 27535 3
53848 89765 5
53849 39936 3
53850 39971 1
53851 41957 1
53852 50627 8
53853 87429 10
53854 55742 3
53855 24700 4
53856 18061 8
53857 15104 10
53858 55236 6
53859 75096 9
53860 37902 3
53861 28448 4
53862 36152 1
53863 30161 7
53864 50373 10
53865 29648 4
53866 78979 4
53867 82405 10
53868 26586 7
53869 13409 8
53870 85567 9
53871 51997 3
53872 2404 1
53873 90600 4
53874 8264 7
53875 23013 6
53876 88783 3
53877 81183 9
53878 67067 5
53879 79376 2
53880 25565 7
53881 15448 2
53882 96447 1
53883 44590 10
53884 96508 4
53885 46885 10
53886 7546 9
53887 63925 9
53888 23181 4
53889 52094 9
53890 76248 7
53891 2715 1
53892 16006 7
53893 57599 8
53894 79929 8
53895 44971 4
53896 23343 1
53897 99737 5
53898 21604 9
53899 89233 1
53900 29329 6
53901 72520 8
53902 82403 7
53903 5315 10
53904 875 6
53905 76192 8
53906 60330 8
53907 57485 4
53908 33562 3
53909 61314 7
53910 21200 10
53911 78766 9
53912 23409 1
53913 7034 4
53914 77055 6
53915 64325 8
53916 28252 8
53917 62283 6
53918 86531 9
53919 76274 8
53920 99007 10
53921 40303 10
53922 57034 4
53923 45278 2
53924 53596 3
53925 52719 2
53926 62759 7
53927 55980 6
53928 20141 2
53929 2974 2
53930 3028 8
53931 74328 10
53932 49796 10
53933 47090 9
53934 87965 10
53935 2852 8
53936 65712 9
53937 35427 2
53938 62008 10
53939 97280 4
53940 22847 4
53941 50157 5
53942 12080 10
53943 93070 10
53944 22275 8
53945 75004 9
53946 42921 10
53947 85765 2
53948 96464 2
53949 33987 1
53950 17924 2
53951 96934 6
53952 99221 10
53953 11705 1
53954 4553 6
53955 49229 10
53956 35839 9
53957 96383 1
53958 77535 10
53959 35295 1
53960 40215 5
53961 52150 10
53962 94669 2
53963 36448 3
53964 97492 7
53965 13085 2
53966 98861 6
53967 49274 3
53968 25495 9
53969 53075 2
53970 3961 9
53971 56533 5
53972 55119 2
53973 94643 3
53974 95417 4
53975 24979 6
53976 68677 5
53977 13351 7
53978 75523 3
53979 93943 6
53980 402 10
53981 49947 4
53982 97932 6
53983 27488 5
53984 81601 2
53985 37976 5
53986 61778 1
53987 58747 7
53988 51120 1
53989 43997 7
53990 16824 6
53991 25030 2
53992 14470 2
53993 81961 3
53994 79526 1
53995 63875 2
53996 70003 10
53997 39760 6
53998 66906 5
53999 20600 1
54000 18134 5
54001 41445 2
54002 28863 6
54003 95657 3
54004 82269 9
54005 35964 5
54006 54484 5
54007 76242 9
54008 17237 5
54009 65919 4
54010 23480 3
54011 99747 7
54012 51505 8
54013 31858 6
54014 35438 4
54015 54638 5
54016 79456 10
54017 73095 6
54018 46775 8
54019 48479 10
54020 58867 10
54021 12804 5
54022 36678 8
54023 8095 8
54024 61852 4
54025 35488 10
54026 2343 6
54027 39873 8
54028 24821 3
54029 73954 5
54030 40442 10
54031 24858 2
54032 70071 4
54033 90252 10
54034 3092 8
54035 82400 2
54036 86633 6
54037 23396 1
54038 39388 8
54039 74643 8
54040 11889 4
54041 41348 3
54042 14118 9
54043 10555 5
54044 40651 3
54045 91721 1
